x,y,z,QVolMean
0.165,-0.0254,0.01905,-7.65181e-21
0.165,-0.025196,0.01905,2.26538e-07
0.165,-0.024992,0.01905,1.65017e-06
0.165,-0.024788,0.01905,4.712e-06
0.165,-0.0245839,0.01905,8.42899e-06
0.165,-0.0243799,0.01905,1.2058e-05
0.165,-0.0241759,0.01905,1.55905e-05
0.165,-0.0239719,0.01905,1.87594e-05
0.165,-0.0237679,0.01905,2.09591e-05
0.165,-0.0235639,0.01905,2.18081e-05
0.165,-0.0233598,0.01905,2.16208e-05
0.165,-0.0231558,0.01905,2.11716e-05
0.165,-0.0229518,0.01905,2.09094e-05
0.165,-0.0227478,0.01905,2.09048e-05
0.165,-0.0225438,0.01905,2.10117e-05
0.165,-0.0223398,0.01905,2.13777e-05
0.165,-0.0221357,0.01905,2.21851e-05
0.165,-0.0219317,0.01905,2.3296e-05
0.165,-0.0217277,0.01905,2.45929e-05
0.165,-0.0215237,0.01905,2.6019e-05
0.165,-0.0213197,0.01905,2.76413e-05
0.165,-0.0211157,0.01905,2.94617e-05
0.165,-0.0209116,0.01905,3.13793e-05
0.165,-0.0207076,0.01905,3.32691e-05
0.165,-0.0205036,0.01905,3.51007e-05
0.165,-0.0202996,0.01905,3.69504e-05
0.165,-0.0200956,0.01905,3.89419e-05
0.165,-0.0198916,0.01905,4.12514e-05
0.165,-0.0196876,0.01905,4.40747e-05
0.165,-0.0194835,0.01905,4.76707e-05
0.165,-0.0192795,0.01905,5.27656e-05
0.165,-0.0190755,0.01905,6.02087e-05
0.165,-0.0188715,0.01905,7.04324e-05
0.165,-0.0186675,0.01905,8.48418e-05
0.165,-0.0184635,0.01905,0.000108242
0.165,-0.0182594,0.01905,0.00014996
0.165,-0.0180554,0.01905,0.000209324
0.165,-0.0178514,0.01905,0.000284497
0.165,-0.0176474,0.01905,0.000335601
0.165,-0.0174434,0.01905,0.000376383
0.165,-0.0172394,0.01905,0.000412156
0.165,-0.0170353,0.01905,0.000490483
0.165,-0.0168313,0.01905,0.000582834
0.165,-0.0166273,0.01905,0.00067559
0.165,-0.0164233,0.01905,0.000775388
0.165,-0.0162193,0.01905,0.000899106
0.165,-0.0160153,0.01905,0.00108001
0.165,-0.0158112,0.01905,0.00117893
0.165,-0.0156072,0.01905,0.00121635
0.165,-0.0154032,0.01905,0.00120774
0.165,-0.0151992,0.01905,0.00129414
0.165,-0.0149952,0.01905,0.00147389
0.165,-0.0147912,0.01905,0.00168722
0.165,-0.0145871,0.01905,0.00189757
0.165,-0.0143831,0.01905,0.00210389
0.165,-0.0141791,0.01905,0.00232022
0.165,-0.0139751,0.01905,0.00254331
0.165,-0.0137711,0.01905,0.00284128
0.165,-0.0135671,0.01905,0.00320919
0.165,-0.0133631,0.01905,0.00373712
0.165,-0.013159,0.01905,0.00431018
0.165,-0.012955,0.01905,0.00490711
0.165,-0.012751,0.01905,0.00557031
0.165,-0.012547,0.01905,0.00625582
0.165,-0.012343,0.01905,0.00696877
0.165,-0.012139,0.01905,0.00773107
0.165,-0.0119349,0.01905,0.00852464
0.165,-0.0117309,0.01905,0.0092961
0.165,-0.0115269,0.01905,0.010017
0.165,-0.0113229,0.01905,0.0106126
0.165,-0.0111189,0.01905,0.0111736
0.165,-0.0109149,0.01905,0.0118141
0.165,-0.0107108,0.01905,0.0125704
0.165,-0.0105068,0.01905,0.0135629
0.165,-0.0103028,0.01905,0.0148197
0.165,-0.0100988,0.01905,0.0164041
0.165,-0.00989478,0.01905,0.0179868
0.165,-0.00969076,0.01905,0.0195666
0.165,-0.00948675,0.01905,0.021206
0.165,-0.00928273,0.01905,0.0228748
0.165,-0.00907871,0.01905,0.0247819
0.165,-0.0088747,0.01905,0.0268176
0.165,-0.00867068,0.01905,0.0287097
0.165,-0.00846667,0.01905,0.0305925
0.165,-0.00826265,0.01905,0.032918
0.165,-0.00805863,0.01905,0.0353725
0.165,-0.00785462,0.01905,0.0367937
0.165,-0.0076506,0.01905,0.0378375
0.165,-0.00744659,0.01905,0.0378749
0.165,-0.00724257,0.01905,0.0375585
0.165,-0.00703855,0.01905,0.0383919
0.165,-0.00683454,0.01905,0.0392694
0.165,-0.00663052,0.01905,0.0401937
0.165,-0.00642651,0.01905,0.0411652
0.165,-0.00622249,0.01905,0.0420807
0.165,-0.00601847,0.01905,0.042894
0.165,-0.00581446,0.01905,0.0433989
0.165,-0.00561044,0.01905,0.0436086
0.165,-0.00540643,0.01905,0.0435468
0.165,-0.00520241,0.01905,0.043661
0.165,-0.00499839,0.01905,0.0440242
0.165,-0.00479438,0.01905,0.0443385
0.165,-0.00459036,0.01905,0.0446833
0.165,-0.00438635,0.01905,0.0450211
0.165,-0.00418233,0.01905,0.0452824
0.165,-0.00397831,0.01905,0.0450845
0.165,-0.0037743,0.01905,0.0450369
0.165,-0.00357028,0.01905,0.0451786
0.165,-0.00336627,0.01905,0.0454321
0.165,-0.00316225,0.01905,0.0453337
0.165,-0.00295823,0.01905,0.0449229
0.165,-0.00275422,0.01905,0.0439896
0.165,-0.0025502,0.01905,0.0425766
