x,y,z,QVolMean
0.065,-0.0254,0.01905,1.29163e-22
0.065,-0.025196,0.01905,7.04078e-09
0.065,-0.024992,0.01905,4.48368e-08
0.065,-0.024788,0.01905,1.38541e-07
0.065,-0.0245839,0.01905,3.14067e-07
0.065,-0.0243799,0.01905,5.94582e-07
0.065,-0.0241759,0.01905,9.92685e-07
0.065,-0.0239719,0.01905,1.52965e-06
0.065,-0.0237679,0.01905,2.28396e-06
0.065,-0.0235639,0.01905,3.19465e-06
0.065,-0.0233598,0.01905,4.15392e-06
0.065,-0.0231558,0.01905,5.10346e-06
0.065,-0.0229518,0.01905,5.95921e-06
0.065,-0.0227478,0.01905,6.77375e-06
0.065,-0.0225438,0.01905,7.58061e-06
0.065,-0.0223398,0.01905,8.36366e-06
0.065,-0.0221357,0.01905,9.13278e-06
0.065,-0.0219317,0.01905,9.93095e-06
0.065,-0.0217277,0.01905,1.08044e-05
0.065,-0.0215237,0.01905,1.1781e-05
0.065,-0.0213197,0.01905,1.28236e-05
0.065,-0.0211157,0.01905,1.39612e-05
0.065,-0.0209116,0.01905,1.51182e-05
0.065,-0.0207076,0.01905,1.62027e-05
0.065,-0.0205036,0.01905,1.70987e-05
0.065,-0.0202996,0.01905,1.78882e-05
0.065,-0.0200956,0.01905,1.87052e-05
0.065,-0.0198916,0.01905,1.9674e-05
0.065,-0.0196876,0.01905,2.10015e-05
0.065,-0.0194835,0.01905,2.31426e-05
0.065,-0.0192795,0.01905,2.62063e-05
0.065,-0.0190755,0.01905,3.13348e-05
0.065,-0.0188715,0.01905,4.1788e-05
0.065,-0.0186675,0.01905,5.63268e-05
0.065,-0.0184635,0.01905,7.23291e-05
0.065,-0.0182594,0.01905,8.73654e-05
0.065,-0.0180554,0.01905,9.81661e-05
0.065,-0.0178514,0.01905,0.000108334
0.065,-0.0176474,0.01905,0.000117235
0.065,-0.0174434,0.01905,0.000127689
0.065,-0.0172394,0.01905,0.000139097
0.065,-0.0170353,0.01905,0.000155862
0.065,-0.0168313,0.01905,0.000172886
0.065,-0.0166273,0.01905,0.000198454
0.065,-0.0164233,0.01905,0.000223219
0.065,-0.0162193,0.01905,0.000245651
0.065,-0.0160153,0.01905,0.000282035
0.065,-0.0158112,0.01905,0.000313127
0.065,-0.0156072,0.01905,0.000387594
0.065,-0.0154032,0.01905,0.000473122
0.065,-0.0151992,0.01905,0.000601611
0.065,-0.0149952,0.01905,0.000736152
0.065,-0.0147912,0.01905,0.000895109
0.065,-0.0145871,0.01905,0.00100361
0.065,-0.0143831,0.01905,0.00108825
0.065,-0.0141791,0.01905,0.00115779
0.065,-0.0139751,0.01905,0.00121831
0.065,-0.0137711,0.01905,0.00130833
0.065,-0.0135671,0.01905,0.00142094
0.065,-0.0133631,0.01905,0.00154206
0.065,-0.013159,0.01905,0.00175205
0.065,-0.012955,0.01905,0.00195996
0.065,-0.012751,0.01905,0.00233448
0.065,-0.012547,0.01905,0.00269127
0.065,-0.012343,0.01905,0.00309599
0.065,-0.012139,0.01905,0.00350282
0.065,-0.0119349,0.01905,0.00386949
0.065,-0.0117309,0.01905,0.00426745
0.065,-0.0115269,0.01905,0.00467003
0.065,-0.0113229,0.01905,0.00510929
0.065,-0.0111189,0.01905,0.00563326
0.065,-0.0109149,0.01905,0.00623763
0.065,-0.0107108,0.01905,0.00686252
0.065,-0.0105068,0.01905,0.0076221
0.065,-0.0103028,0.01905,0.0083838
0.065,-0.0100988,0.01905,0.00927449
0.065,-0.00989478,0.01905,0.010292
0.065,-0.00969076,0.01905,0.0113343
0.065,-0.00948675,0.01905,0.012546
0.065,-0.00928273,0.01905,0.0137135
0.065,-0.00907871,0.01905,0.0148384
0.065,-0.0088747,0.01905,0.0161617
0.065,-0.00867068,0.01905,0.0175994
0.065,-0.00846667,0.01905,0.0191922
0.065,-0.00826265,0.01905,0.0210939
0.065,-0.00805863,0.01905,0.022994
0.065,-0.00785462,0.01905,0.024998
0.065,-0.0076506,0.01905,0.0270515
0.065,-0.00744659,0.01905,0.0292499
0.065,-0.00724257,0.01905,0.031521
0.065,-0.00703855,0.01905,0.0341733
0.065,-0.00683454,0.01905,0.0367901
0.065,-0.00663052,0.01905,0.0398034
0.065,-0.00642651,0.01905,0.0428216
0.065,-0.00622249,0.01905,0.0458898
0.065,-0.00601847,0.01905,0.0489806
0.065,-0.00581446,0.01905,0.0497848
0.065,-0.00561044,0.01905,0.0459101
0.065,-0.00540643,0.01905,0.0416503
0.065,-0.00520241,0.01905,0.0318931
0.065,-0.00499839,0.01905,0.0304423
0.065,-0.00479438,0.01905,0.0306563
0.065,-0.00459036,0.01905,0.0308446
0.065,-0.00438635,0.01905,0.0309286
0.065,-0.00418233,0.01905,0.0309674
0.065,-0.00397831,0.01905,0.0309583
0.065,-0.0037743,0.01905,0.0309372
0.065,-0.00357028,0.01905,0.0307514
0.065,-0.00336627,0.01905,0.03018
0.065,-0.00316225,0.01905,0.0293179
0.065,-0.00295823,0.01905,0.0282916
0.065,-0.00275422,0.01905,0.0272262
0.065,-0.0025502,0.01905,0.0261909
0.065,-0.00234618,0.01905,0.0251629
0.065,-0.00214217,0.01905,0.0240763
0.065,-0.00193815,0.01905,0.0228289
0.065,-0.00173414,0.01905,0.0215393
0.065,-0.00153012,0.01905,0.0202608
0.065,-0.0013261,0.01905,0.0189067
0.065,-0.00112209,0.01905,0.0174593
0.065,-0.000918072,0.01905,0.0160669
0.065,-0.000714056,0.01905,0.0146963
0.065,-0.00051004,0.01905,0.0132333
0.065,-0.000306024,0.01905,0.0116973
0.065,-0.000102008,0.01905,0.0108666
0.065,0.000102008,0.01905,0.0141604
0.065,0.000306024,0.01905,0.0149289
0.065,0.00051004,0.01905,0.0138471
0.065,0.000714056,0.01905,0.012888
0.065,0.000918072,0.01905,0.0118552
0.065,0.00112209,0.01905,0.0107907
0.065,0.0013261,0.01905,0.00979033
0.065,0.00153012,0.01905,0.00884435
0.065,0.00173414,0.01905,0.00795319
0.065,0.00193815,0.01905,0.00714134
0.065,0.00214217,0.01905,0.00647171
0.065,0.00234618,0.01905,0.00584274
0.065,0.0025502,0.01905,0.00524304
0.065,0.00275422,0.01905,0.00468152
0.065,0.00295823,0.01905,0.00412725
0.065,0.00316225,0.01905,0.00355791
0.065,0.00336627,0.01905,0.00296534
0.065,0.00357028,0.01905,0.00246838
0.065,0.0037743,0.01905,0.0020346
0.065,0.00397831,0.01905,0.00170368
0.065,0.00418233,0.01905,0.00141326
0.065,0.00438635,0.01905,0.00115594
0.065,0.00459036,0.01905,0.000928159
0.065,0.00479438,0.01905,0.000717048
0.065,0.00499839,0.01905,0.000579552
0.065,0.00520241,0.01905,0.000476073
0.065,0.00540643,0.01905,0.000426667
0.065,0.00561044,0.01905,0.000370487
0.065,0.00581446,0.01905,0.000307108
0.065,0.00601847,0.01905,0.000243162
0.065,0.00622249,0.01905,0.000191436
0.065,0.00642651,0.01905,0.000153037
0.065,0.00663052,0.01905,0.000128667
0.065,0.00683454,0.01905,0.00010403
0.065,0.00703855,0.01905,7.81578e-05
0.065,0.00724257,0.01905,5.30963e-05
0.065,0.00744659,0.01905,3.42374e-05
0.065,0.0076506,0.01905,1.67912e-05
0.065,0.00785462,0.01905,9.5586e-06
0.065,0.00805863,0.01905,4.28182e-06
0.065,0.00826265,0.01905,1.47934e-06
0.065,0.00846667,0.01905,7.85531e-07
0.065,0.00867068,0.01905,1.66352e-07
0.065,0.0088747,0.01905,9.96674e-08
0.065,0.00907871,0.01905,3.58331e-08
0.065,0.00928273,0.01905,6.2966e-09
0.065,0.00948675,0.01905,3.22631e-09
0.065,0.00969076,0.01905,2.97474e-10
0.065,0.00989478,0.01905,7.22036e-11
0.065,0.0100988,0.01905,3.21205e-11
0.065,0.0103028,0.01905,6.16484e-13
0.065,0.0105068,0.01905,3.36112e-13
0.065,0.0107108,0.01905,1.30607e-13
0.065,0.0109149,0.01905,4.24018e-15
0.065,0.0111189,0.01905,2.48289e-15
0.065,0.0113229,0.01905,1.03422e-15
0.065,0.0115269,0.01905,2.11127e-16
0.065,0.0117309,0.01905,1.49434e-16
0.065,0.0119349,0.01905,1.03559e-16
0.065,0.012139,0.01905,7.63191e-17
0.065,0.012343,0.01905,7.5648e-17
0.065,0.012547,0.01905,7.55041e-17
0.065,0.012751,0.01905,7.56062e-17
0.065,0.012955,0.01905,7.6406e-17
0.065,0.013159,0.01905,7.72253e-17
0.065,0.0133631,0.01905,7.80446e-17
0.065,0.0135671,0.01905,7.68362e-17
0.065,0.0137711,0.01905,7.56246e-17
0.065,0.0139751,0.01905,7.44133e-17
0.065,0.0141791,0.01905,7.2516e-17
0.065,0.0143831,0.01905,7.0175e-17
0.065,0.0145871,0.01905,6.78397e-17
0.065,0.0147912,0.01905,6.64351e-17
0.065,0.0149952,0.01905,6.54784e-17
0.065,0.0151992,0.01905,6.45224e-17
