x,y,z,QVolMean
0.28,-0.0176474,0.01905,3.39575e-11
0.28,-0.0174434,0.01905,1.42473e-07
0.28,-0.0172394,0.01905,1.04049e-06
0.28,-0.0170353,0.01905,2.61197e-06
0.28,-0.0168313,0.01905,5.04905e-06
0.28,-0.0166273,0.01905,8.657e-06
0.28,-0.0164233,0.01905,1.26953e-05
0.28,-0.0162193,0.01905,1.66119e-05
0.28,-0.0160153,0.01905,2.03956e-05
0.28,-0.0158112,0.01905,2.31959e-05
0.28,-0.0156072,0.01905,2.46523e-05
0.28,-0.0154032,0.01905,2.50346e-05
0.28,-0.0151992,0.01905,2.53445e-05
0.28,-0.0149952,0.01905,2.5381e-05
0.28,-0.0147912,0.01905,2.56523e-05
0.28,-0.0145871,0.01905,2.60451e-05
0.28,-0.0143831,0.01905,2.66237e-05
0.28,-0.0141791,0.01905,2.7587e-05
0.28,-0.0139751,0.01905,2.9036e-05
0.28,-0.0137711,0.01905,3.11072e-05
0.28,-0.0135671,0.01905,3.37129e-05
0.28,-0.0133631,0.01905,3.68587e-05
0.28,-0.013159,0.01905,4.06737e-05
0.28,-0.012955,0.01905,4.51225e-05
0.28,-0.012751,0.01905,5.0016e-05
0.28,-0.012547,0.01905,5.5414e-05
0.28,-0.012343,0.01905,6.16571e-05
0.28,-0.012139,0.01905,6.93436e-05
0.28,-0.0119349,0.01905,7.86892e-05
0.28,-0.0117309,0.01905,9.04238e-05
0.28,-0.0115269,0.01905,0.000104998
0.28,-0.0113229,0.01905,0.00012364
0.28,-0.0111189,0.01905,0.00015015
0.28,-0.0109149,0.01905,0.000193471
0.28,-0.0107108,0.01905,0.000270705
0.28,-0.0105068,0.01905,0.000377689
0.28,-0.0103028,0.01905,0.000490718
0.28,-0.0100988,0.01905,0.00060391
0.28,-0.00989478,0.01905,0.000753453
0.28,-0.00969076,0.01905,0.000982387
0.28,-0.00948675,0.01905,0.00126303
0.28,-0.00928273,0.01905,0.00153851
0.28,-0.00907871,0.01905,0.00169306
0.28,-0.0088747,0.01905,0.00169771
0.28,-0.00867068,0.01905,0.001751
0.28,-0.00846667,0.01905,0.00244668
0.28,-0.00826265,0.01905,0.00403612
0.28,-0.00805863,0.01905,0.00550284
0.28,-0.00785462,0.01905,0.00695026
0.28,-0.0076506,0.01905,0.0083603
0.28,-0.00744659,0.01905,0.00958598
0.28,-0.00724257,0.01905,0.0105888
0.28,-0.00703855,0.01905,0.0113833
0.28,-0.00683454,0.01905,0.0120836
0.28,-0.00663052,0.01905,0.0135005
0.28,-0.00642651,0.01905,0.0153325
0.28,-0.00622249,0.01905,0.017607
0.28,-0.00601847,0.01905,0.020111
0.28,-0.00581446,0.01905,0.0225652
0.28,-0.00561044,0.01905,0.0250069
0.28,-0.00540643,0.01905,0.0272673
0.28,-0.00520241,0.01905,0.0292716
0.28,-0.00499839,0.01905,0.0309472
0.28,-0.00479438,0.01905,0.0325718
0.28,-0.00459036,0.01905,0.0341147
0.28,-0.00438635,0.01905,0.0357483
0.28,-0.00418233,0.01905,0.0374017
0.28,-0.00397831,0.01905,0.0388697
0.28,-0.0037743,0.01905,0.0395146
0.28,-0.00357028,0.01905,0.040179
0.28,-0.00336627,0.01905,0.0408415
0.28,-0.00316225,0.01905,0.0410583
0.28,-0.00295823,0.01905,0.040315
0.28,-0.00275422,0.01905,0.0393153
0.28,-0.0025502,0.01905,0.0383371
0.28,-0.00234618,0.01905,0.0375242
0.28,-0.00214217,0.01905,0.0369999
0.28,-0.00193815,0.01905,0.0367686
0.28,-0.00173414,0.01905,0.0362606
0.28,-0.00153012,0.01905,0.0354196
0.28,-0.0013261,0.01905,0.0343889
0.28,-0.00112209,0.01905,0.0332843
0.28,-0.000918072,0.01905,0.0319393
0.28,-0.000714056,0.01905,0.0303369
0.28,-0.00051004,0.01905,0.0286065
0.28,-0.000306024,0.01905,0.0265982
0.28,-0.000102008,0.01905,0.0282833
0.28,0.000102008,0.01905,0.0340077
0.28,0.000306024,0.01905,0.0381537
0.28,0.00051004,0.01905,0.037245
0.28,0.000714056,0.01905,0.036006
0.28,0.000918072,0.01905,0.034858
0.28,0.00112209,0.01905,0.0333285
0.28,0.0013261,0.01905,0.0315607
0.28,0.00153012,0.01905,0.02953
0.28,0.00173414,0.01905,0.02752
0.28,0.00193815,0.01905,0.0256065
0.28,0.00214217,0.01905,0.0239312
0.28,0.00234618,0.01905,0.0224563
0.28,0.0025502,0.01905,0.0213329
0.28,0.00275422,0.01905,0.0202296
0.28,0.00295823,0.01905,0.0189477
0.28,0.00316225,0.01905,0.0175782
0.28,0.00336627,0.01905,0.0161704
0.28,0.00357028,0.01905,0.014821
0.28,0.0037743,0.01905,0.0136659
0.28,0.00397831,0.01905,0.012529
0.28,0.00418233,0.01905,0.0115493
0.28,0.00438635,0.01905,0.0105913
0.28,0.00459036,0.01905,0.00992866
0.28,0.00479438,0.01905,0.00947015
0.28,0.00499839,0.01905,0.00903715
0.28,0.00520241,0.01905,0.00867118
0.28,0.00540643,0.01905,0.008167
0.28,0.00561044,0.01905,0.00661262
0.28,0.00581446,0.01905,0.00503723
0.28,0.00601847,0.01905,0.00209166
0.28,0.00622249,0.01905,0.00130291
0.28,0.00642651,0.01905,0.00119564
0.28,0.00663052,0.01905,0.00107766
0.28,0.00683454,0.01905,0.000979235
0.28,0.00703855,0.01905,0.000920088
0.28,0.00724257,0.01905,0.000852552
0.28,0.00744659,0.01905,0.000728865
0.28,0.0076506,0.01905,0.000564014
0.28,0.00785462,0.01905,0.000419385
0.28,0.00805863,0.01905,0.000294635
0.28,0.00826265,0.01905,0.000200105
0.28,0.00846667,0.01905,0.000134249
0.28,0.00867068,0.01905,8.23609e-05
0.28,0.0088747,0.01905,4.10469e-05
0.28,0.00907871,0.01905,2.083e-05
0.28,0.00928273,0.01905,8.07974e-06
0.28,0.00948675,0.01905,1.8339e-06
0.28,0.00969076,0.01905,7.72311e-07
0.28,0.00989478,0.01905,2.53209e-08
0.28,0.0100988,0.01905,7.26409e-09
0.28,0.0103028,0.01905,1.91399e-10
0.28,0.0105068,0.01905,3.32953e-11
0.28,0.0107108,0.01905,3.75759e-12
0.28,0.0109149,0.01905,5.02526e-13
0.28,0.0111189,0.01905,2.36029e-13
0.28,0.0113229,0.01905,5.07479e-14
0.28,0.0115269,0.01905,2.80189e-14
0.28,0.0117309,0.01905,7.33821e-15
0.28,0.0119349,0.01905,3.12767e-15
0.28,0.012139,0.01905,9.15871e-16
0.28,0.012343,0.01905,3.55528e-16
0.28,0.012547,0.01905,2.10782e-16
0.28,0.012751,0.01905,1.36201e-16
0.28,0.012955,0.01905,1.03551e-16
0.28,0.013159,0.01905,8.88589e-17
0.28,0.0133631,0.01905,8.17963e-17
0.28,0.0135671,0.01905,7.67785e-17
0.28,0.0137711,0.01905,7.29581e-17
0.28,0.0139751,0.01905,6.97721e-17
0.28,0.0141791,0.01905,6.69113e-17
0.28,0.0143831,0.01905,6.42101e-17
0.28,0.0145871,0.01905,6.15874e-17
0.28,0.0147912,0.01905,5.90042e-17
0.28,0.0149952,0.01905,5.64431e-17
0.28,0.0151992,0.01905,5.38959e-17
0.28,0.0154032,0.01905,5.1357e-17
0.28,0.0156072,0.01905,4.88241e-17
0.28,0.0158112,0.01905,4.6296e-17
0.28,0.0160153,0.01905,4.37695e-17
0.28,0.0162193,0.01905,4.12419e-17
0.28,0.0164233,0.01905,3.87106e-17
0.28,0.0166273,0.01905,3.61759e-17
0.28,0.0168313,0.01905,3.36408e-17
0.28,0.0170353,0.01905,3.11109e-17
0.28,0.0172394,0.01905,2.85857e-17
0.28,0.0174434,0.01905,2.60556e-17
0.28,0.0176474,0.01905,7.20549e-20
