x,y,z,QVolMean
0.275,-0.0180554,0.01905,2.67785e-08
0.275,-0.0178514,0.01905,6.3507e-07
0.275,-0.0176474,0.01905,2.03351e-06
0.275,-0.0174434,0.01905,4.01e-06
0.275,-0.0172394,0.01905,7.13652e-06
0.275,-0.0170353,0.01905,1.13206e-05
0.275,-0.0168313,0.01905,1.55282e-05
0.275,-0.0166273,0.01905,1.96776e-05
0.275,-0.0164233,0.01905,2.29857e-05
0.275,-0.0162193,0.01905,2.50257e-05
0.275,-0.0160153,0.01905,2.57546e-05
0.275,-0.0158112,0.01905,2.60928e-05
0.275,-0.0156072,0.01905,2.60539e-05
0.275,-0.0154032,0.01905,2.59798e-05
0.275,-0.0151992,0.01905,2.61957e-05
0.275,-0.0149952,0.01905,2.66109e-05
0.275,-0.0147912,0.01905,2.7254e-05
0.275,-0.0145871,0.01905,2.82935e-05
0.275,-0.0143831,0.01905,2.98106e-05
0.275,-0.0141791,0.01905,3.19752e-05
0.275,-0.0139751,0.01905,3.46043e-05
0.275,-0.0137711,0.01905,3.7694e-05
0.275,-0.0135671,0.01905,4.13931e-05
0.275,-0.0133631,0.01905,4.56801e-05
0.275,-0.013159,0.01905,5.07988e-05
0.275,-0.012955,0.01905,5.66426e-05
0.275,-0.012751,0.01905,6.30228e-05
0.275,-0.012547,0.01905,7.05193e-05
0.275,-0.012343,0.01905,7.96094e-05
0.275,-0.012139,0.01905,9.05855e-05
0.275,-0.0119349,0.01905,0.000103856
0.275,-0.0117309,0.01905,0.000120566
0.275,-0.0115269,0.01905,0.000146853
0.275,-0.0113229,0.01905,0.000206288
0.275,-0.0111189,0.01905,0.000305589
0.275,-0.0109149,0.01905,0.000392948
0.275,-0.0107108,0.01905,0.000448486
0.275,-0.0105068,0.01905,0.000517485
0.275,-0.0103028,0.01905,0.000633888
0.275,-0.0100988,0.01905,0.000788969
0.275,-0.00989478,0.01905,0.000978523
0.275,-0.00969076,0.01905,0.0011901
0.275,-0.00948675,0.01905,0.00145115
0.275,-0.00928273,0.01905,0.00167744
0.275,-0.00907871,0.01905,0.00176985
0.275,-0.0088747,0.01905,0.00183849
0.275,-0.00867068,0.01905,0.00204228
0.275,-0.00846667,0.01905,0.00302653
0.275,-0.00826265,0.01905,0.00465359
0.275,-0.00805863,0.01905,0.00613647
0.275,-0.00785462,0.01905,0.00751538
0.275,-0.0076506,0.01905,0.00869841
0.275,-0.00744659,0.01905,0.00961352
0.275,-0.00724257,0.01905,0.0104293
0.275,-0.00703855,0.01905,0.0113207
0.275,-0.00683454,0.01905,0.0125234
0.275,-0.00663052,0.01905,0.0145384
0.275,-0.00642651,0.01905,0.0167538
0.275,-0.00622249,0.01905,0.0191134
0.275,-0.00601847,0.01905,0.0214344
0.275,-0.00581446,0.01905,0.0237265
