x,y,z,QdotMean
0.265,-0.0190755,0.01905,436.231
0.265,-0.0188715,0.01905,2368.26
0.265,-0.0186675,0.01905,29548.6
0.265,-0.0184635,0.01905,114489
0.265,-0.0182594,0.01905,312677
0.265,-0.0180554,0.01905,342142
0.265,-0.0178514,0.01905,204850
0.265,-0.0176474,0.01905,204544
0.265,-0.0174434,0.01905,187681
0.265,-0.0172394,0.01905,130905
0.265,-0.0170353,0.01905,120055
0.265,-0.0168313,0.01905,109242
0.265,-0.0166273,0.01905,104609
0.265,-0.0164233,0.01905,106240
0.265,-0.0162193,0.01905,125570
0.265,-0.0160153,0.01905,159052
0.265,-0.0158112,0.01905,180077
0.265,-0.0156072,0.01905,196110
0.265,-0.0154032,0.01905,212244
0.265,-0.0151992,0.01905,203677
0.265,-0.0149952,0.01905,215194
0.265,-0.0147912,0.01905,207604
0.265,-0.0145871,0.01905,219003
0.265,-0.0143831,0.01905,231417
0.265,-0.0141791,0.01905,270667
0.265,-0.0139751,0.01905,301443
0.265,-0.0137711,0.01905,327722
0.265,-0.0135671,0.01905,362706
0.265,-0.0133631,0.01905,401603
0.265,-0.013159,0.01905,492823
0.265,-0.012955,0.01905,666128
0.265,-0.012751,0.01905,772478
0.265,-0.012547,0.01905,662127
0.265,-0.012343,0.01905,632706
0.265,-0.012139,0.01905,620358
0.265,-0.0119349,0.01905,628645
0.265,-0.0117309,0.01905,669235
0.265,-0.0115269,0.01905,727625
0.265,-0.0113229,0.01905,992612
0.265,-0.0111189,0.01905,1.42277e+06
0.265,-0.0109149,0.01905,758658
0.265,-0.0107108,0.01905,859523
0.265,-0.0105068,0.01905,1.02948e+06
0.265,-0.0103028,0.01905,1.02948e+06
0.265,-0.0100988,0.01905,1.28192e+06
0.265,-0.00989478,0.01905,1.58524e+06
0.265,-0.00969076,0.01905,1.95607e+06
0.265,-0.00948675,0.01905,2.61114e+06
0.265,-0.00928273,0.01905,3.22471e+06
0.265,-0.00907871,0.01905,4.1369e+06
0.265,-0.0088747,0.01905,4.1369e+06
0.265,-0.00867068,0.01905,4.37892e+06
0.265,-0.00846667,0.01905,4.53681e+06
0.265,-0.00826265,0.01905,5.49591e+06
0.265,-0.00805863,0.01905,5.49591e+06
0.265,-0.00785462,0.01905,6.82362e+06
0.265,-0.0076506,0.01905,6.82362e+06
0.265,-0.00744659,0.01905,7.30595e+06
0.265,-0.00724257,0.01905,7.30595e+06
0.265,-0.00703855,0.01905,8.42917e+06
0.265,-0.00683454,0.01905,1.07097e+07
0.265,-0.00663052,0.01905,1.07097e+07
0.265,-0.00642651,0.01905,1.21333e+07
0.265,-0.00622249,0.01905,1.21333e+07
0.265,-0.00601847,0.01905,1.55521e+07
0.265,-0.00581446,0.01905,1.65863e+07
