x,y,z,QdotMean
0.275,-0.0180554,0.01905,120.633
0.275,-0.0178514,0.01905,1156.61
0.275,-0.0176474,0.01905,5378.85
0.275,-0.0174434,0.01905,20197.2
0.275,-0.0172394,0.01905,59995
0.275,-0.0170353,0.01905,209186
0.275,-0.0168313,0.01905,129791
0.275,-0.0166273,0.01905,94320.4
0.275,-0.0164233,0.01905,225890
0.275,-0.0162193,0.01905,264598
0.275,-0.0160153,0.01905,285087
0.275,-0.0158112,0.01905,277842
0.275,-0.0156072,0.01905,275753
0.275,-0.0154032,0.01905,278981
0.275,-0.0151992,0.01905,277603
0.275,-0.0149952,0.01905,286992
0.275,-0.0147912,0.01905,265365
0.275,-0.0145871,0.01905,304833
0.275,-0.0143831,0.01905,343030
0.275,-0.0141791,0.01905,369291
0.275,-0.0139751,0.01905,475283
0.275,-0.0137711,0.01905,987149
0.275,-0.0135671,0.01905,544624
0.275,-0.0133631,0.01905,216458
0.275,-0.013159,0.01905,118419
0.275,-0.012955,0.01905,105782
0.275,-0.012751,0.01905,111087
0.275,-0.012547,0.01905,112314
0.275,-0.012343,0.01905,115349
0.275,-0.012139,0.01905,122154
0.275,-0.0119349,0.01905,132505
0.275,-0.0117309,0.01905,146800
0.275,-0.0115269,0.01905,169713
0.275,-0.0113229,0.01905,219265
0.275,-0.0111189,0.01905,383645
0.275,-0.0109149,0.01905,609986
0.275,-0.0107108,0.01905,562076
0.275,-0.0105068,0.01905,505538
0.275,-0.0103028,0.01905,536431
0.275,-0.0100988,0.01905,632732
0.275,-0.00989478,0.01905,831228
0.275,-0.00969076,0.01905,1.12024e+06
0.275,-0.00948675,0.01905,1.34616e+06
0.275,-0.00928273,0.01905,1.38407e+06
0.275,-0.00907871,0.01905,1.63624e+06
0.275,-0.0088747,0.01905,2.46233e+06
0.275,-0.00867068,0.01905,3.00524e+06
0.275,-0.00846667,0.01905,3.93241e+06
0.275,-0.00826265,0.01905,4.74052e+06
0.275,-0.00805863,0.01905,4.74052e+06
0.275,-0.00785462,0.01905,5.43476e+06
0.275,-0.0076506,0.01905,5.43476e+06
0.275,-0.00744659,0.01905,6.99126e+06
0.275,-0.00724257,0.01905,6.99126e+06
0.275,-0.00703855,0.01905,7.94158e+06
0.275,-0.00683454,0.01905,9.11826e+06
0.275,-0.00663052,0.01905,9.11826e+06
0.275,-0.00642651,0.01905,1.11916e+07
0.275,-0.00622249,0.01905,1.11916e+07
0.275,-0.00601847,0.01905,1.32099e+07
0.275,-0.00581446,0.01905,1.54028e+07
0.275,-0.00561044,0.01905,1.54028e+07
0.275,-0.00540643,0.01905,1.93089e+07
0.275,-0.00520241,0.01905,1.93089e+07
0.275,-0.00499839,0.01905,2.10342e+07
0.275,-0.00479438,0.01905,2.27429e+07
0.275,-0.00459036,0.01905,2.27429e+07
0.275,-0.00438635,0.01905,2.53553e+07
0.275,-0.00418233,0.01905,2.72591e+07
0.275,-0.00397831,0.01905,2.95241e+07
0.275,-0.0037743,0.01905,2.95241e+07
0.275,-0.00357028,0.01905,3.23496e+07
0.275,-0.00336627,0.01905,3.40964e+07
0.275,-0.00316225,0.01905,3.40964e+07
0.275,-0.00295823,0.01905,3.45133e+07
0.275,-0.00275422,0.01905,3.4117e+07
0.275,-0.0025502,0.01905,3.52251e+07
0.275,-0.00234618,0.01905,3.40566e+07
0.275,-0.00214217,0.01905,3.30576e+07
0.275,-0.00193815,0.01905,3.30576e+07
0.275,-0.00173414,0.01905,3.32429e+07
0.275,-0.00153012,0.01905,3.48538e+07
0.275,-0.0013261,0.01905,3.45943e+07
0.275,-0.00112209,0.01905,3.30442e+07
0.275,-0.000918072,0.01905,3.22349e+07
0.275,-0.000714056,0.01905,3.16024e+07
0.275,-0.00051004,0.01905,3.08423e+07
0.275,-0.000306024,0.01905,2.99404e+07
0.275,-0.000102008,0.01905,2.85685e+07
0.275,0.000102008,0.01905,2.8808e+07
0.275,0.000306024,0.01905,2.8808e+07
0.275,0.00051004,0.01905,2.6053e+07
0.275,0.000714056,0.01905,2.40591e+07
0.275,0.000918072,0.01905,2.40591e+07
0.275,0.00112209,0.01905,2.19192e+07
0.275,0.0013261,0.01905,2.19192e+07
0.275,0.00153012,0.01905,1.89328e+07
0.275,0.00173414,0.01905,1.66808e+07
0.275,0.00193815,0.01905,1.66808e+07
0.275,0.00214217,0.01905,1.51399e+07
0.275,0.00234618,0.01905,1.51399e+07
0.275,0.0025502,0.01905,1.32911e+07
0.275,0.00275422,0.01905,1.32911e+07
0.275,0.00295823,0.01905,1.15739e+07
0.275,0.00316225,0.01905,1.15739e+07
0.275,0.00336627,0.01905,9.82189e+06
0.275,0.00357028,0.01905,9.82189e+06
0.275,0.0037743,0.01905,8.74768e+06
0.275,0.00397831,0.01905,8.74768e+06
0.275,0.00418233,0.01905,6.92908e+06
0.275,0.00438635,0.01905,6.92908e+06
0.275,0.00459036,0.01905,6.92908e+06
0.275,0.00479438,0.01905,5.80335e+06
0.275,0.00499839,0.01905,5.80335e+06
0.275,0.00520241,0.01905,5.22675e+06
0.275,0.00540643,0.01905,5.22675e+06
0.275,0.00561044,0.01905,4.43691e+06
0.275,0.00581446,0.01905,4.43691e+06
0.275,0.00601847,0.01905,4.43691e+06
0.275,0.00622249,0.01905,2.24804e+06
0.275,0.00642651,0.01905,2.18329e+06
0.275,0.00663052,0.01905,2.09787e+06
0.275,0.00683454,0.01905,2.06731e+06
0.275,0.00703855,0.01905,2.16893e+06
0.275,0.00724257,0.01905,1.89797e+06
0.275,0.00744659,0.01905,1.49778e+06
0.275,0.0076506,0.01905,1.49778e+06
0.275,0.00785462,0.01905,923843
0.275,0.00805863,0.01905,693561
0.275,0.00826265,0.01905,573551
0.275,0.00846667,0.01905,573551
0.275,0.00867068,0.01905,368749
0.275,0.0088747,0.01905,304576
0.275,0.00907871,0.01905,304576
0.275,0.00928273,0.01905,198391
0.275,0.00948675,0.01905,113528
0.275,0.00969076,0.01905,113528
0.275,0.00989478,0.01905,36483.7
0.275,0.0100988,0.01905,36483.7
0.275,0.0103028,0.01905,13001.8
0.275,0.0105068,0.01905,5735.05
0.275,0.0107108,0.01905,5735.05
0.275,0.0109149,0.01905,2345.81
0.275,0.0111189,0.01905,2345.81
0.275,0.0113229,0.01905,263.529
0.275,0.0115269,0.01905,263.529
0.275,0.0117309,0.01905,10.9385
0.275,0.0119349,0.01905,10.9385
0.275,0.012139,0.01905,0.210987
0.275,0.012343,0.01905,0.210987
0.275,0.012547,0.01905,0.00265152
0.275,0.012751,0.01905,3.21788e-05
0.275,0.012955,0.01905,3.21788e-05
0.275,0.013159,0.01905,1.01068e-06
0.275,0.0133631,0.01905,1.6664e-07
0.275,0.0135671,0.01905,8.17359e-08
0.275,0.0137711,0.01905,8.17359e-08
0.275,0.0139751,0.01905,6.52685e-08
0.275,0.0141791,0.01905,6.02688e-08
0.275,0.0143831,0.01905,5.85442e-08
0.275,0.0145871,0.01905,5.79137e-08
0.275,0.0147912,0.01905,5.76162e-08
0.275,0.0149952,0.01905,5.74863e-08
0.275,0.0151992,0.01905,5.74207e-08
0.275,0.0154032,0.01905,5.73889e-08
0.275,0.0156072,0.01905,5.73797e-08
0.275,0.0158112,0.01905,5.73772e-08
0.275,0.0160153,0.01905,5.73831e-08
0.275,0.0162193,0.01905,5.73939e-08
0.275,0.0164233,0.01905,5.74254e-08
0.275,0.0166273,0.01905,5.7443e-08
0.275,0.0168313,0.01905,5.74763e-08
0.275,0.0170353,0.01905,5.74904e-08
0.275,0.0172394,0.01905,5.75158e-08
0.275,0.0174434,0.01905,5.75464e-08
0.275,0.0176474,0.01905,5.75891e-08
0.275,0.0178514,0.01905,5.76368e-08
0.275,0.0180554,0.01905,5.76717e-08
