x,y,z,QdotMean
0.115,-0.0254,0.01905,150.932
0.115,-0.025196,0.01905,150.932
0.115,-0.024992,0.01905,7228.59
0.115,-0.024788,0.01905,33501.5
0.115,-0.0245839,0.01905,84028.6
0.115,-0.0243799,0.01905,135014
0.115,-0.0241759,0.01905,161375
0.115,-0.0239719,0.01905,195803
0.115,-0.0237679,0.01905,213786
0.115,-0.0235639,0.01905,213069
0.115,-0.0233598,0.01905,213069
0.115,-0.0231558,0.01905,202314
0.115,-0.0229518,0.01905,195244
0.115,-0.0227478,0.01905,192396
0.115,-0.0225438,0.01905,194640
0.115,-0.0223398,0.01905,196776
0.115,-0.0221357,0.01905,196776
0.115,-0.0219317,0.01905,197799
0.115,-0.0217277,0.01905,197298
0.115,-0.0215237,0.01905,210630
0.115,-0.0213197,0.01905,240328
0.115,-0.0211157,0.01905,240328
0.115,-0.0209116,0.01905,312659
0.115,-0.0207076,0.01905,489548
0.115,-0.0205036,0.01905,469600
0.115,-0.0202996,0.01905,469600
0.115,-0.0200956,0.01905,461162
0.115,-0.0198916,0.01905,504434
0.115,-0.0196876,0.01905,504434
0.115,-0.0194835,0.01905,529818
0.115,-0.0192795,0.01905,590838
0.115,-0.0190755,0.01905,700896
0.115,-0.0188715,0.01905,700896
0.115,-0.0186675,0.01905,765474
0.115,-0.0184635,0.01905,902399
0.115,-0.0182594,0.01905,902399
0.115,-0.0180554,0.01905,1.07592e+06
0.115,-0.0178514,0.01905,1.40252e+06
0.115,-0.0176474,0.01905,1.40252e+06
0.115,-0.0174434,0.01905,1.99592e+06
0.115,-0.0172394,0.01905,2.12479e+06
0.115,-0.0170353,0.01905,2.12479e+06
0.115,-0.0168313,0.01905,2.31403e+06
0.115,-0.0166273,0.01905,2.79664e+06
0.115,-0.0164233,0.01905,2.79664e+06
0.115,-0.0162193,0.01905,3.80954e+06
0.115,-0.0160153,0.01905,3.80954e+06
0.115,-0.0158112,0.01905,4.51426e+06
0.115,-0.0156072,0.01905,5.60366e+06
0.115,-0.0154032,0.01905,5.60366e+06
