x,y,z,QdotMean
0.135,-0.0254,0.01905,280.826
0.135,-0.025196,0.01905,280.826
0.135,-0.024992,0.01905,15585.7
0.135,-0.024788,0.01905,57273.1
0.135,-0.0245839,0.01905,95370.1
0.135,-0.0243799,0.01905,129147
0.135,-0.0241759,0.01905,156085
0.135,-0.0239719,0.01905,174983
0.135,-0.0237679,0.01905,174253
0.135,-0.0235639,0.01905,181553
0.135,-0.0233598,0.01905,192747
0.135,-0.0231558,0.01905,192747
0.135,-0.0229518,0.01905,204549
0.135,-0.0227478,0.01905,205824
0.135,-0.0225438,0.01905,192767
0.135,-0.0223398,0.01905,173880
0.135,-0.0221357,0.01905,159571
0.135,-0.0219317,0.01905,159571
0.135,-0.0217277,0.01905,159251
0.135,-0.0215237,0.01905,179804
0.135,-0.0213197,0.01905,211251
0.135,-0.0211157,0.01905,244113
0.135,-0.0209116,0.01905,244113
0.135,-0.0207076,0.01905,269712
0.135,-0.0205036,0.01905,287105
0.135,-0.0202996,0.01905,311363
0.135,-0.0200956,0.01905,311363
0.135,-0.0198916,0.01905,372405
0.135,-0.0196876,0.01905,441527
0.135,-0.0194835,0.01905,568467
0.135,-0.0192795,0.01905,568467
0.135,-0.0190755,0.01905,884356
0.135,-0.0188715,0.01905,1.0637e+06
0.135,-0.0186675,0.01905,993777
0.135,-0.0184635,0.01905,993777
0.135,-0.0182594,0.01905,978769
0.135,-0.0180554,0.01905,1.11291e+06
0.135,-0.0178514,0.01905,1.11291e+06
0.135,-0.0176474,0.01905,1.2387e+06
0.135,-0.0174434,0.01905,1.48178e+06
0.135,-0.0172394,0.01905,1.48178e+06
0.135,-0.0170353,0.01905,1.95919e+06
0.135,-0.0168313,0.01905,2.54589e+06
0.135,-0.0166273,0.01905,2.54589e+06
0.135,-0.0164233,0.01905,3.24982e+06
0.135,-0.0162193,0.01905,3.32092e+06
0.135,-0.0160153,0.01905,3.32092e+06
0.135,-0.0158112,0.01905,3.4639e+06
0.135,-0.0156072,0.01905,3.4639e+06
0.135,-0.0154032,0.01905,3.79572e+06
0.135,-0.0151992,0.01905,4.8742e+06
0.135,-0.0149952,0.01905,4.8742e+06
0.135,-0.0147912,0.01905,5.97037e+06
0.135,-0.0145871,0.01905,5.97037e+06
0.135,-0.0143831,0.01905,6.91724e+06
