x,y,z,QdotMean
0.06,-0.0254,0.01905,0.401348
0.06,-0.025196,0.01905,0.401348
0.06,-0.024992,0.01905,9.68622
0.06,-0.024788,0.01905,92.7389
0.06,-0.0245839,0.01905,407.022
0.06,-0.0243799,0.01905,997.284
0.06,-0.0241759,0.01905,1803.32
0.06,-0.0239719,0.01905,1803.32
0.06,-0.0237679,0.01905,2779.33
0.06,-0.0235639,0.01905,4010.31
0.06,-0.0233598,0.01905,5320.52
0.06,-0.0231558,0.01905,6324.54
0.06,-0.0229518,0.01905,7119.2
0.06,-0.0227478,0.01905,7119.2
0.06,-0.0225438,0.01905,7771.32
0.06,-0.0223398,0.01905,8288.7
0.06,-0.0221357,0.01905,9107.01
0.06,-0.0219317,0.01905,9107.01
0.06,-0.0217277,0.01905,9985.29
0.06,-0.0215237,0.01905,10902
0.06,-0.0213197,0.01905,12038.6
0.06,-0.0211157,0.01905,12038.6
0.06,-0.0209116,0.01905,13606.6
0.06,-0.0207076,0.01905,15154
0.06,-0.0205036,0.01905,15154
0.06,-0.0202996,0.01905,16318.2
0.06,-0.0200956,0.01905,17086.7
0.06,-0.0198916,0.01905,18057
0.06,-0.0196876,0.01905,18057
0.06,-0.0194835,0.01905,19116.4
0.06,-0.0192795,0.01905,20294.5
0.06,-0.0190755,0.01905,20294.5
0.06,-0.0188715,0.01905,22044.1
0.06,-0.0186675,0.01905,24434.6
0.06,-0.0184635,0.01905,24434.6
0.06,-0.0182594,0.01905,26631.1
0.06,-0.0180554,0.01905,28963.3
0.06,-0.0178514,0.01905,28963.3
0.06,-0.0176474,0.01905,31323.7
0.06,-0.0174434,0.01905,31323.7
0.06,-0.0172394,0.01905,33717
0.06,-0.0170353,0.01905,38701.6
0.06,-0.0168313,0.01905,38701.6
0.06,-0.0166273,0.01905,49056.1
0.06,-0.0164233,0.01905,68712.1
0.06,-0.0162193,0.01905,68712.1
0.06,-0.0160153,0.01905,114647
0.06,-0.0158112,0.01905,114647
0.06,-0.0156072,0.01905,171154
0.06,-0.0154032,0.01905,208680
0.06,-0.0151992,0.01905,208680
0.06,-0.0149952,0.01905,226973
0.06,-0.0147912,0.01905,226973
0.06,-0.0145871,0.01905,245218
0.06,-0.0143831,0.01905,245218
0.06,-0.0141791,0.01905,293198
0.06,-0.0139751,0.01905,411690
0.06,-0.0137711,0.01905,411690
0.06,-0.0135671,0.01905,706025
0.06,-0.0133631,0.01905,706025
0.06,-0.013159,0.01905,1.35527e+06
0.06,-0.012955,0.01905,1.35527e+06
0.06,-0.012751,0.01905,2.15589e+06
0.06,-0.012547,0.01905,2.15589e+06
0.06,-0.012343,0.01905,2.58654e+06
0.06,-0.012139,0.01905,2.58654e+06
0.06,-0.0119349,0.01905,2.92797e+06
0.06,-0.0117309,0.01905,2.92797e+06
0.06,-0.0115269,0.01905,3.77181e+06
0.06,-0.0113229,0.01905,5.53657e+06
0.06,-0.0111189,0.01905,5.53657e+06
0.06,-0.0109149,0.01905,7.0362e+06
0.06,-0.0107108,0.01905,7.0362e+06
0.06,-0.0105068,0.01905,7.69009e+06
0.06,-0.0103028,0.01905,7.69009e+06
0.06,-0.0100988,0.01905,8.9464e+06
0.06,-0.00989478,0.01905,8.9464e+06
0.06,-0.00969076,0.01905,1.08356e+07
0.06,-0.00948675,0.01905,1.08356e+07
0.06,-0.00928273,0.01905,1.20305e+07
0.06,-0.00907871,0.01905,1.20305e+07
0.06,-0.0088747,0.01905,1.20305e+07
0.06,-0.00867068,0.01905,1.52572e+07
0.06,-0.00846667,0.01905,1.52572e+07
0.06,-0.00826265,0.01905,1.97664e+07
0.06,-0.00805863,0.01905,1.97664e+07
0.06,-0.00785462,0.01905,2.35969e+07
0.06,-0.0076506,0.01905,2.35969e+07
0.06,-0.00744659,0.01905,2.83014e+07
0.06,-0.00724257,0.01905,2.83014e+07
0.06,-0.00703855,0.01905,3.39543e+07
0.06,-0.00683454,0.01905,3.39543e+07
0.06,-0.00663052,0.01905,4.23558e+07
0.06,-0.00642651,0.01905,4.23558e+07
0.06,-0.00622249,0.01905,4.96285e+07
0.06,-0.00601847,0.01905,4.96285e+07
0.06,-0.00581446,0.01905,4.96285e+07
0.06,-0.00561044,0.01905,5.44272e+07
0.06,-0.00540643,0.01905,5.44272e+07
0.06,-0.00520241,0.01905,5.70547e+07
0.06,-0.00499839,0.01905,6.08652e+07
0.06,-0.00479438,0.01905,6.41111e+07
0.06,-0.00459036,0.01905,6.64585e+07
0.06,-0.00438635,0.01905,6.64585e+07
0.06,-0.00418233,0.01905,6.85439e+07
0.06,-0.00397831,0.01905,7.02617e+07
0.06,-0.0037743,0.01905,7.18892e+07
0.06,-0.00357028,0.01905,7.2442e+07
0.06,-0.00336627,0.01905,7.3265e+07
0.06,-0.00316225,0.01905,7.31082e+07
0.06,-0.00295823,0.01905,7.28248e+07
0.06,-0.00275422,0.01905,7.26482e+07
0.06,-0.0025502,0.01905,7.23628e+07
0.06,-0.00234618,0.01905,7.00566e+07
0.06,-0.00214217,0.01905,6.89015e+07
0.06,-0.00193815,0.01905,6.78497e+07
0.06,-0.00173414,0.01905,6.5849e+07
0.06,-0.00153012,0.01905,6.37399e+07
0.06,-0.0013261,0.01905,5.99448e+07
0.06,-0.00112209,0.01905,5.79818e+07
0.06,-0.000918072,0.01905,5.38186e+07
0.06,-0.000714056,0.01905,5.14243e+07
0.06,-0.00051004,0.01905,4.8867e+07
0.06,-0.000306024,0.01905,4.33911e+07
0.06,-0.000102008,0.01905,3.76714e+07
0.06,0.000102008,0.01905,3.46345e+07
0.06,0.000306024,0.01905,3.08544e+07
0.06,0.00051004,0.01905,2.76439e+07
0.06,0.000714056,0.01905,2.40556e+07
0.06,0.000918072,0.01905,2.06583e+07
0.06,0.00112209,0.01905,1.76712e+07
0.06,0.0013261,0.01905,1.76712e+07
0.06,0.00153012,0.01905,1.48534e+07
0.06,0.00173414,0.01905,1.27455e+07
0.06,0.00193815,0.01905,1.07197e+07
0.06,0.00214217,0.01905,8.8221e+06
0.06,0.00234618,0.01905,8.8221e+06
0.06,0.0025502,0.01905,6.97292e+06
0.06,0.00275422,0.01905,5.2123e+06
0.06,0.00295823,0.01905,5.2123e+06
0.06,0.00316225,0.01905,3.8672e+06
0.06,0.00336627,0.01905,2.90925e+06
0.06,0.00357028,0.01905,2.90925e+06
0.06,0.0037743,0.01905,2.24183e+06
0.06,0.00397831,0.01905,1.32958e+06
