x,y,z,QdotMean
0.155,-0.0254,0.01905,0
0.155,-0.025196,0.01905,1208.23
0.155,-0.024992,0.01905,7567
0.155,-0.024788,0.01905,20054.1
0.155,-0.0245839,0.01905,36243.8
0.155,-0.0243799,0.01905,55609.9
0.155,-0.0241759,0.01905,80652.5
0.155,-0.0239719,0.01905,111072
0.155,-0.0237679,0.01905,139947
0.155,-0.0235639,0.01905,159158
0.155,-0.0233598,0.01905,168663
0.155,-0.0231558,0.01905,175186
0.155,-0.0229518,0.01905,181001
0.155,-0.0227478,0.01905,183661
0.155,-0.0225438,0.01905,181747
0.155,-0.0223398,0.01905,182192
0.155,-0.0221357,0.01905,188661
0.155,-0.0219317,0.01905,206096
0.155,-0.0217277,0.01905,240760
0.155,-0.0215237,0.01905,313558
0.155,-0.0213197,0.01905,378545
0.155,-0.0211157,0.01905,451929
0.155,-0.0209116,0.01905,525972
0.155,-0.0207076,0.01905,582017
0.155,-0.0205036,0.01905,568205
0.155,-0.0202996,0.01905,563703
0.155,-0.0200956,0.01905,581627
0.155,-0.0198916,0.01905,614759
0.155,-0.0196876,0.01905,636255
0.155,-0.0194835,0.01905,647094
0.155,-0.0192795,0.01905,671086
0.155,-0.0190755,0.01905,703545
0.155,-0.0188715,0.01905,754338
0.155,-0.0186675,0.01905,810480
0.155,-0.0184635,0.01905,856494
0.155,-0.0182594,0.01905,898934
0.155,-0.0180554,0.01905,931929
0.155,-0.0178514,0.01905,1.0086e+06
0.155,-0.0176474,0.01905,1.12494e+06
0.155,-0.0174434,0.01905,1.32291e+06
0.155,-0.0172394,0.01905,1.51373e+06
0.155,-0.0170353,0.01905,1.67714e+06
0.155,-0.0168313,0.01905,1.7948e+06
0.155,-0.0166273,0.01905,1.95812e+06
0.155,-0.0164233,0.01905,2.15132e+06
0.155,-0.0162193,0.01905,2.3326e+06
0.155,-0.0160153,0.01905,2.42849e+06
0.155,-0.0158112,0.01905,2.47268e+06
0.155,-0.0156072,0.01905,2.61331e+06
0.155,-0.0154032,0.01905,2.79169e+06
0.155,-0.0151992,0.01905,3.00911e+06
0.155,-0.0149952,0.01905,3.21627e+06
0.155,-0.0147912,0.01905,3.44368e+06
0.155,-0.0145871,0.01905,3.7303e+06
0.155,-0.0143831,0.01905,4.00416e+06
0.155,-0.0141791,0.01905,4.28247e+06
0.155,-0.0139751,0.01905,4.5789e+06
0.155,-0.0137711,0.01905,4.90418e+06
0.155,-0.0135671,0.01905,5.28793e+06
0.155,-0.0133631,0.01905,5.78299e+06
0.155,-0.013159,0.01905,6.3704e+06
0.155,-0.012955,0.01905,6.87554e+06
0.155,-0.012751,0.01905,7.41689e+06
0.155,-0.012547,0.01905,7.96039e+06
0.155,-0.012343,0.01905,8.72945e+06
0.155,-0.012139,0.01905,9.73415e+06
0.155,-0.0119349,0.01905,1.07513e+07
0.155,-0.0117309,0.01905,1.17919e+07
0.155,-0.0115269,0.01905,1.26913e+07
0.155,-0.0113229,0.01905,1.35682e+07
0.155,-0.0111189,0.01905,1.4314e+07
0.155,-0.0109149,0.01905,1.50928e+07
0.155,-0.0107108,0.01905,1.59344e+07
0.155,-0.0105068,0.01905,1.69377e+07
0.155,-0.0103028,0.01905,1.81468e+07
0.155,-0.0100988,0.01905,1.94616e+07
0.155,-0.00989478,0.01905,2.08067e+07
0.155,-0.00969076,0.01905,2.22384e+07
0.155,-0.00948675,0.01905,2.36779e+07
0.155,-0.00928273,0.01905,2.49586e+07
0.155,-0.00907871,0.01905,2.61904e+07
0.155,-0.0088747,0.01905,2.75943e+07
0.155,-0.00867068,0.01905,2.90905e+07
0.155,-0.00846667,0.01905,3.10187e+07
0.155,-0.00826265,0.01905,3.30753e+07
0.155,-0.00805863,0.01905,3.5371e+07
0.155,-0.00785462,0.01905,3.77588e+07
0.155,-0.0076506,0.01905,3.97068e+07
0.155,-0.00744659,0.01905,4.14928e+07
0.155,-0.00724257,0.01905,4.26337e+07
0.155,-0.00703855,0.01905,4.34973e+07
0.155,-0.00683454,0.01905,4.43559e+07
0.155,-0.00663052,0.01905,4.53857e+07
0.155,-0.00642651,0.01905,4.65795e+07
0.155,-0.00622249,0.01905,4.86098e+07
0.155,-0.00601847,0.01905,5.09489e+07
0.155,-0.00581446,0.01905,5.34871e+07
0.155,-0.00561044,0.01905,5.48751e+07
0.155,-0.00540643,0.01905,5.56652e+07
0.155,-0.00520241,0.01905,5.59375e+07
0.155,-0.00499839,0.01905,5.66025e+07
0.155,-0.00479438,0.01905,5.77213e+07
0.155,-0.00459036,0.01905,5.94122e+07
0.155,-0.00438635,0.01905,6.07644e+07
0.155,-0.00418233,0.01905,6.13686e+07
0.155,-0.00397831,0.01905,6.1667e+07
0.155,-0.0037743,0.01905,6.22116e+07
0.155,-0.00357028,0.01905,6.33765e+07
0.155,-0.00336627,0.01905,6.44524e+07
0.155,-0.00316225,0.01905,6.5019e+07
0.155,-0.00295823,0.01905,6.52748e+07
0.155,-0.00275422,0.01905,6.54267e+07
0.155,-0.0025502,0.01905,6.54595e+07
0.155,-0.00234618,0.01905,6.51792e+07
0.155,-0.00214217,0.01905,6.49892e+07
0.155,-0.00193815,0.01905,6.47151e+07
0.155,-0.00173414,0.01905,6.39102e+07
0.155,-0.00153012,0.01905,6.25084e+07
0.155,-0.0013261,0.01905,6.07966e+07
0.155,-0.00112209,0.01905,5.96077e+07
0.155,-0.000918072,0.01905,5.83602e+07
0.155,-0.000714056,0.01905,5.66223e+07
0.155,-0.00051004,0.01905,5.50213e+07
0.155,-0.000306024,0.01905,5.31841e+07
0.155,-0.000102008,0.01905,5.13942e+07
0.155,0.000102008,0.01905,5.06911e+07
0.155,0.000306024,0.01905,5.00783e+07
0.155,0.00051004,0.01905,4.89923e+07
0.155,0.000714056,0.01905,4.75831e+07
0.155,0.000918072,0.01905,4.62612e+07
0.155,0.00112209,0.01905,4.49216e+07
0.155,0.0013261,0.01905,4.33445e+07
0.155,0.00153012,0.01905,4.17957e+07
0.155,0.00173414,0.01905,4.00867e+07
0.155,0.00193815,0.01905,3.83611e+07
0.155,0.00214217,0.01905,3.67793e+07
0.155,0.00234618,0.01905,3.52065e+07
0.155,0.0025502,0.01905,3.3701e+07
0.155,0.00275422,0.01905,3.22295e+07
0.155,0.00295823,0.01905,3.0727e+07
0.155,0.00316225,0.01905,2.92442e+07
0.155,0.00336627,0.01905,2.78543e+07
0.155,0.00357028,0.01905,2.65955e+07
0.155,0.0037743,0.01905,2.53586e+07
0.155,0.00397831,0.01905,2.39755e+07
0.155,0.00418233,0.01905,2.25794e+07
0.155,0.00438635,0.01905,2.1151e+07
0.155,0.00459036,0.01905,1.97236e+07
0.155,0.00479438,0.01905,1.8341e+07
0.155,0.00499839,0.01905,1.71794e+07
0.155,0.00520241,0.01905,1.60101e+07
0.155,0.00540643,0.01905,1.49604e+07
0.155,0.00561044,0.01905,1.39672e+07
0.155,0.00581446,0.01905,1.30108e+07
0.155,0.00601847,0.01905,1.22685e+07
0.155,0.00622249,0.01905,1.15326e+07
0.155,0.00642651,0.01905,1.0891e+07
0.155,0.00663052,0.01905,1.03223e+07
0.155,0.00683454,0.01905,9.75689e+06
0.155,0.00703855,0.01905,9.05746e+06
0.155,0.00724257,0.01905,8.30317e+06
0.155,0.00744659,0.01905,7.58675e+06
0.155,0.0076506,0.01905,6.86176e+06
0.155,0.00785462,0.01905,6.16458e+06
0.155,0.00805863,0.01905,5.70425e+06
0.155,0.00826265,0.01905,5.27851e+06
0.155,0.00846667,0.01905,4.86608e+06
0.155,0.00867068,0.01905,4.40258e+06
0.155,0.0088747,0.01905,3.91584e+06
0.155,0.00907871,0.01905,3.44696e+06
0.155,0.00928273,0.01905,3.00591e+06
0.155,0.00948675,0.01905,2.70388e+06
0.155,0.00969076,0.01905,2.45704e+06
0.155,0.00989478,0.01905,2.2973e+06
0.155,0.0100988,0.01905,2.16626e+06
0.155,0.0103028,0.01905,1.98616e+06
0.155,0.0105068,0.01905,1.77739e+06
0.155,0.0107108,0.01905,1.57682e+06
0.155,0.0109149,0.01905,1.38757e+06
0.155,0.0111189,0.01905,1.21193e+06
0.155,0.0113229,0.01905,1.0648e+06
0.155,0.0115269,0.01905,923310
0.155,0.0117309,0.01905,813138
0.155,0.0119349,0.01905,700971
0.155,0.012139,0.01905,616164
0.155,0.012343,0.01905,546053
0.155,0.012547,0.01905,470703
0.155,0.012751,0.01905,397026
0.155,0.012955,0.01905,324774
0.155,0.013159,0.01905,256963
0.155,0.0133631,0.01905,190043
0.155,0.0135671,0.01905,130395
0.155,0.0137711,0.01905,89619.9
0.155,0.0139751,0.01905,48845.2
0.155,0.0141791,0.01905,19637.2
0.155,0.0143831,0.01905,11802.9
0.155,0.0145871,0.01905,4217.71
0.155,0.0147912,0.01905,390.648
0.155,0.0149952,0.01905,229.852
0.155,0.0151992,0.01905,79.5227
0.155,0.0154032,0.01905,12.8123
0.155,0.0156072,0.01905,7.56324
0.155,0.0158112,0.01905,2.67286
0.155,0.0160153,0.01905,0.426151
0.155,0.0162193,0.01905,0.204576
0.155,0.0164233,0.01905,0.02196
0.155,0.0166273,0.01905,0.00826987
0.155,0.0168313,0.01905,0.00219174
0.155,0.0170353,0.01905,0.000272049
0.155,0.0172394,0.01905,8.8733e-05
0.155,0.0174434,0.01905,6.30988e-06
0.155,0.0176474,0.01905,2.4546e-06
0.155,0.0178514,0.01905,1.74892e-07
0.155,0.0180554,0.01905,1.07204e-07
0.155,0.0182594,0.01905,6.17172e-08
0.155,0.0184635,0.01905,5.96565e-08
0.155,0.0186675,0.01905,5.81947e-08
0.155,0.0188715,0.01905,5.80043e-08
0.155,0.0190755,0.01905,5.78724e-08
0.155,0.0192795,0.01905,5.78389e-08
0.155,0.0194835,0.01905,5.78192e-08
0.155,0.0196876,0.01905,5.78113e-08
0.155,0.0198916,0.01905,5.78061e-08
0.155,0.0200956,0.01905,5.7802e-08
0.155,0.0202996,0.01905,5.77991e-08
0.155,0.0205036,0.01905,5.77964e-08
0.155,0.0207076,0.01905,5.7794e-08
0.155,0.0209116,0.01905,5.77917e-08
0.155,0.0211157,0.01905,5.77896e-08
0.155,0.0213197,0.01905,5.77878e-08
0.155,0.0215237,0.01905,5.77864e-08
0.155,0.0217277,0.01905,5.77855e-08
0.155,0.0219317,0.01905,5.77853e-08
0.155,0.0221357,0.01905,5.77865e-08
0.155,0.0223398,0.01905,5.779e-08
0.155,0.0225438,0.01905,5.77962e-08
0.155,0.0227478,0.01905,5.78063e-08
0.155,0.0229518,0.01905,5.78216e-08
0.155,0.0231558,0.01905,5.78429e-08
0.155,0.0233598,0.01905,5.78705e-08
0.155,0.0235639,0.01905,5.79028e-08
0.155,0.0237679,0.01905,5.79356e-08
0.155,0.0239719,0.01905,5.79624e-08
0.155,0.0241759,0.01905,5.7976e-08
0.155,0.0243799,0.01905,5.79713e-08
