x,y,z,QdotMean
0.21,-0.024788,0.01905,762.977
0.21,-0.0245839,0.01905,5028.51
0.21,-0.0243799,0.01905,12305.8
0.21,-0.0241759,0.01905,20456.4
0.21,-0.0239719,0.01905,27434.2
0.21,-0.0237679,0.01905,32546.3
0.21,-0.0235639,0.01905,36883.7
0.21,-0.0233598,0.01905,40210.8
0.21,-0.0231558,0.01905,41990.8
0.21,-0.0229518,0.01905,42467.4
0.21,-0.0227478,0.01905,42175.7
0.21,-0.0225438,0.01905,42502
0.21,-0.0223398,0.01905,46078.7
0.21,-0.0221357,0.01905,52335.3
0.21,-0.0219317,0.01905,59162.2
0.21,-0.0217277,0.01905,75381.7
0.21,-0.0215237,0.01905,109404
0.21,-0.0213197,0.01905,147857
0.21,-0.0211157,0.01905,182472
0.21,-0.0209116,0.01905,191968
0.21,-0.0207076,0.01905,172013
0.21,-0.0205036,0.01905,183858
0.21,-0.0202996,0.01905,249436
0.21,-0.0200956,0.01905,290409
0.21,-0.0198916,0.01905,301835
0.21,-0.0196876,0.01905,287779
0.21,-0.0194835,0.01905,271084
0.21,-0.0192795,0.01905,278807
0.21,-0.0190755,0.01905,310877
0.21,-0.0188715,0.01905,350400
0.21,-0.0186675,0.01905,382781
0.21,-0.0184635,0.01905,379075
0.21,-0.0182594,0.01905,373496
0.21,-0.0180554,0.01905,372998
0.21,-0.0178514,0.01905,368855
0.21,-0.0176474,0.01905,368271
0.21,-0.0174434,0.01905,374561
0.21,-0.0172394,0.01905,385274
0.21,-0.0170353,0.01905,401655
0.21,-0.0168313,0.01905,419188
0.21,-0.0166273,0.01905,442273
0.21,-0.0164233,0.01905,472070
0.21,-0.0162193,0.01905,510656
0.21,-0.0160153,0.01905,562251
0.21,-0.0158112,0.01905,639172
0.21,-0.0156072,0.01905,787324
0.21,-0.0154032,0.01905,1.05936e+06
0.21,-0.0151992,0.01905,1.3864e+06
0.21,-0.0149952,0.01905,1.71268e+06
0.21,-0.0147912,0.01905,1.86908e+06
0.21,-0.0145871,0.01905,1.95638e+06
0.21,-0.0143831,0.01905,1.95371e+06
0.21,-0.0141791,0.01905,2.15362e+06
0.21,-0.0139751,0.01905,2.35076e+06
0.21,-0.0137711,0.01905,2.65077e+06
0.21,-0.0135671,0.01905,2.70639e+06
0.21,-0.0133631,0.01905,2.80912e+06
0.21,-0.013159,0.01905,2.90301e+06
0.21,-0.012955,0.01905,3.20901e+06
0.21,-0.012751,0.01905,3.57467e+06
0.21,-0.012547,0.01905,4.09371e+06
0.21,-0.012343,0.01905,4.61591e+06
0.21,-0.012139,0.01905,5.16173e+06
0.21,-0.0119349,0.01905,5.72292e+06
0.21,-0.0117309,0.01905,6.19783e+06
0.21,-0.0115269,0.01905,6.66308e+06
0.21,-0.0113229,0.01905,7.07048e+06
0.21,-0.0111189,0.01905,7.48502e+06
0.21,-0.0109149,0.01905,8.05235e+06
0.21,-0.0107108,0.01905,8.6655e+06
0.21,-0.0105068,0.01905,9.56006e+06
0.21,-0.0103028,0.01905,1.0445e+07
0.21,-0.0100988,0.01905,1.14044e+07
0.21,-0.00989478,0.01905,1.23151e+07
0.21,-0.00969076,0.01905,1.31834e+07
0.21,-0.00948675,0.01905,1.40224e+07
0.21,-0.00928273,0.01905,1.48035e+07
0.21,-0.00907871,0.01905,1.56591e+07
0.21,-0.0088747,0.01905,1.63981e+07
0.21,-0.00867068,0.01905,1.72133e+07
0.21,-0.00846667,0.01905,1.80972e+07
0.21,-0.00826265,0.01905,1.92014e+07
0.21,-0.00805863,0.01905,2.05094e+07
0.21,-0.00785462,0.01905,2.21907e+07
0.21,-0.0076506,0.01905,2.41489e+07
0.21,-0.00744659,0.01905,2.66138e+07
0.21,-0.00724257,0.01905,2.91694e+07
0.21,-0.00703855,0.01905,3.17567e+07
0.21,-0.00683454,0.01905,3.42575e+07
0.21,-0.00663052,0.01905,3.67212e+07
0.21,-0.00642651,0.01905,3.92555e+07
0.21,-0.00622249,0.01905,4.16192e+07
0.21,-0.00601847,0.01905,4.35253e+07
0.21,-0.00581446,0.01905,4.53656e+07
0.21,-0.00561044,0.01905,4.71169e+07
0.21,-0.00540643,0.01905,4.94711e+07
0.21,-0.00520241,0.01905,5.16982e+07
0.21,-0.00499839,0.01905,5.38241e+07
0.21,-0.00479438,0.01905,5.53182e+07
0.21,-0.00459036,0.01905,5.68147e+07
0.21,-0.00438635,0.01905,5.85142e+07
0.21,-0.00418233,0.01905,6.05106e+07
0.21,-0.00397831,0.01905,6.2419e+07
0.21,-0.0037743,0.01905,6.41204e+07
0.21,-0.00357028,0.01905,6.62836e+07
0.21,-0.00336627,0.01905,6.82765e+07
0.21,-0.00316225,0.01905,7.04282e+07
0.21,-0.00295823,0.01905,7.26589e+07
0.21,-0.00275422,0.01905,7.52218e+07
0.21,-0.0025502,0.01905,7.68985e+07
0.21,-0.00234618,0.01905,7.74132e+07
0.21,-0.00214217,0.01905,7.72801e+07
0.21,-0.00193815,0.01905,7.74384e+07
0.21,-0.00173414,0.01905,7.7659e+07
0.21,-0.00153012,0.01905,7.71941e+07
0.21,-0.0013261,0.01905,7.63467e+07
0.21,-0.00112209,0.01905,7.58116e+07
0.21,-0.000918072,0.01905,7.52256e+07
0.21,-0.000714056,0.01905,7.39934e+07
0.21,-0.00051004,0.01905,7.21395e+07
0.21,-0.000306024,0.01905,7.05262e+07
0.21,-0.000102008,0.01905,7.03743e+07
0.21,0.000102008,0.01905,7.06628e+07
0.21,0.000306024,0.01905,7.05213e+07
0.21,0.00051004,0.01905,7.01838e+07
0.21,0.000714056,0.01905,6.94006e+07
0.21,0.000918072,0.01905,6.8723e+07
0.21,0.00112209,0.01905,6.78117e+07
0.21,0.0013261,0.01905,6.66903e+07
0.21,0.00153012,0.01905,6.48211e+07
0.21,0.00173414,0.01905,6.25522e+07
0.21,0.00193815,0.01905,6.02939e+07
0.21,0.00214217,0.01905,5.81492e+07
0.21,0.00234618,0.01905,5.61729e+07
0.21,0.0025502,0.01905,5.40905e+07
0.21,0.00275422,0.01905,5.21248e+07
0.21,0.00295823,0.01905,5.01836e+07
0.21,0.00316225,0.01905,4.80778e+07
0.21,0.00336627,0.01905,4.60223e+07
0.21,0.00357028,0.01905,4.40097e+07
0.21,0.0037743,0.01905,4.20246e+07
0.21,0.00397831,0.01905,4.00343e+07
0.21,0.00418233,0.01905,3.81833e+07
0.21,0.00438635,0.01905,3.64307e+07
0.21,0.00459036,0.01905,3.4716e+07
0.21,0.00479438,0.01905,3.30233e+07
0.21,0.00499839,0.01905,3.14146e+07
0.21,0.00520241,0.01905,2.98438e+07
0.21,0.00540643,0.01905,2.83636e+07
0.21,0.00561044,0.01905,2.6948e+07
0.21,0.00581446,0.01905,2.55975e+07
0.21,0.00601847,0.01905,2.44295e+07
0.21,0.00622249,0.01905,2.33177e+07
0.21,0.00642651,0.01905,2.22181e+07
0.21,0.00663052,0.01905,2.11547e+07
0.21,0.00683454,0.01905,2.00855e+07
0.21,0.00703855,0.01905,1.90294e+07
0.21,0.00724257,0.01905,1.8135e+07
0.21,0.00744659,0.01905,1.7287e+07
0.21,0.0076506,0.01905,1.64583e+07
0.21,0.00785462,0.01905,1.55838e+07
0.21,0.00805863,0.01905,1.47308e+07
0.21,0.00826265,0.01905,1.39145e+07
0.21,0.00846667,0.01905,1.28629e+07
0.21,0.00867068,0.01905,1.15689e+07
0.21,0.0088747,0.01905,1.09273e+07
0.21,0.00907871,0.01905,1.02729e+07
0.21,0.00928273,0.01905,9.62622e+06
0.21,0.00948675,0.01905,9.03651e+06
0.21,0.00969076,0.01905,8.40242e+06
0.21,0.00989478,0.01905,7.75756e+06
0.21,0.0100988,0.01905,7.10097e+06
0.21,0.0103028,0.01905,6.40253e+06
0.21,0.0105068,0.01905,5.72397e+06
0.21,0.0107108,0.01905,5.08395e+06
0.21,0.0109149,0.01905,4.47116e+06
0.21,0.0111189,0.01905,3.95074e+06
0.21,0.0113229,0.01905,3.46584e+06
0.21,0.0115269,0.01905,3.05167e+06
0.21,0.0117309,0.01905,2.69126e+06
0.21,0.0119349,0.01905,2.40812e+06
0.21,0.012139,0.01905,2.14415e+06
0.21,0.012343,0.01905,1.90071e+06
0.21,0.012547,0.01905,1.64839e+06
0.21,0.012751,0.01905,1.37594e+06
0.21,0.012955,0.01905,1.09963e+06
